TERYT Gminy,Gmina,Powiat,Województwo,Nr okręgu,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona",Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
280404.0,gm. Markusy,elbląski,warmińsko-mazurskie,34,6,6,2866.0,2998.0,1009.0,1857.0,4.0,1861.0,1.0,34.0,4.0,1.0,0.0,0.0,0.0,3.0,1860.0,3.0,0.0,1860.0,80.0,55.0,20.0,5.0,1780.0,27.0,228.0,137.0,740.0,139.0,477.0,23.0,,9.0,,,
280405.0,gm. Milejewo,elbląski,warmińsko-mazurskie,34,2,2,2363.0,2538.0,623.0,1740.0,0.0,1740.0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.0,0.0,0.0,1740.0,76.0,48.0,23.0,5.0,1664.0,32.0,274.0,122.0,586.0,131.0,501.0,14.0,,4.0,,,
280406.0,gm. Młynary,elbląski,warmińsko-mazurskie,34,4,4,3146.0,3383.0,948.0,2198.0,1.0,2199.0,3.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,2199.0,1.0,4.0,2195.0,89.0,43.0,38.0,8.0,2106.0,32.0,375.0,157.0,731.0,175.0,603.0,22.0,,11.0,,,
280407.0,gm. Pasłęk,elbląski,warmińsko-mazurskie,34,18,18,13387.0,14241.0,4074.0,9311.0,6.0,9317.0,21.0,103.0,5.0,1.0,0.0,0.0,0.0,4.0,9317.0,4.0,1.0,9316.0,252.0,168.0,72.0,12.0,9064.0,124.0,1249.0,634.0,2962.0,536.0,3425.0,107.0,,27.0,,,
280408.0,gm. Rychliki,elbląski,warmińsko-mazurskie,34,3,3,2627.0,2853.0,982.0,1645.0,0.0,1645.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,0.0,0.0,1644.0,62.0,42.0,19.0,1.0,1582.0,23.0,244.0,90.0,672.0,100.0,433.0,11.0,,9.0,,,
280409.0,gm. Tolkmicko,elbląski,warmińsko-mazurskie,34,9,9,4260.0,4732.0,1222.0,3038.0,0.0,3038.0,3.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,3038.0,0.0,0.0,3038.0,82.0,49.0,26.0,7.0,2956.0,48.0,464.0,293.0,1039.0,198.0,871.0,34.0,,9.0,,,
280501.0,m. Ełk,ełcki,warmińsko-mazurskie,35,22,22,40950.0,42121.0,13147.0,27802.0,8.0,27810.0,57.0,298.0,7.0,3.0,0.0,0.0,0.0,4.0,27792.0,4.0,8.0,27784.0,462.0,260.0,149.0,53.0,27322.0,485.0,3844.0,1935.0,9262.0,2257.0,9026.0,513.0,,,,,
280502.0,gm. Ełk,ełcki,warmińsko-mazurskie,35,17,17,8508.0,8845.0,2920.0,5588.0,2.0,5590.0,10.0,104.0,2.0,0.0,0.0,0.0,0.0,2.0,5590.0,2.0,0.0,5590.0,174.0,117.0,49.0,8.0,5416.0,95.0,825.0,320.0,1996.0,506.0,1569.0,105.0,,,,,
280503.0,gm. Kalinowo,ełcki,warmińsko-mazurskie,35,7,7,4749.0,4897.0,2146.0,2603.0,0.0,2603.0,8.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2602.0,0.0,2.0,2600.0,139.0,78.0,41.0,20.0,2461.0,62.0,353.0,128.0,1261.0,196.0,422.0,39.0,,,,,
280504.0,gm. Prostki,ełcki,warmińsko-mazurskie,35,8,8,5009.0,5240.0,2180.0,2829.0,2.0,2831.0,3.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,2831.0,2.0,0.0,2831.0,117.0,62.0,52.0,3.0,2714.0,63.0,351.0,126.0,1370.0,216.0,535.0,53.0,,,,,
280505.0,gm. Stare Juchy,ełcki,warmińsko-mazurskie,35,4,4,2601.0,2710.0,1027.0,1574.0,2.0,1576.0,5.0,52.0,2.0,1.0,0.0,0.0,0.0,1.0,1575.0,1.0,0.0,1575.0,73.0,48.0,19.0,6.0,1502.0,36.0,254.0,61.0,622.0,126.0,391.0,12.0,,,,,
280601.0,m. Giżycko,giżycki,warmińsko-mazurskie,35,13,13,19709.0,20330.0,5296.0,14405.0,6.0,14411.0,28.0,179.0,6.0,0.0,0.0,0.0,0.0,6.0,14414.0,6.0,2.0,14412.0,285.0,146.0,105.0,34.0,14127.0,397.0,2039.0,996.0,3883.0,845.0,5780.0,187.0,,,,,
280604.0,gm. Giżycko,giżycki,warmińsko-mazurskie,35,17,17,6543.0,6981.0,1582.0,4961.0,3.0,4964.0,7.0,126.0,3.0,0.0,0.0,0.0,0.0,3.0,4963.0,3.0,0.0,4963.0,164.0,90.0,63.0,11.0,4799.0,133.0,755.0,388.0,1436.0,314.0,1714.0,59.0,,,,,
280605.0,gm. Kruklanki,giżycki,warmińsko-mazurskie,35,4,4,2219.0,2379.0,656.0,1563.0,0.0,1563.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.0,0.0,0.0,1563.0,43.0,23.0,17.0,3.0,1520.0,44.0,282.0,86.0,458.0,99.0,533.0,18.0,,,,,
280606.0,gm. Miłki,giżycki,warmińsko-mazurskie,35,3,3,2680.0,2869.0,907.0,1773.0,0.0,1773.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.0,0.0,0.0,1773.0,72.0,48.0,18.0,6.0,1701.0,52.0,305.0,93.0,702.0,161.0,370.0,18.0,,,,,
280608.0,gm. Ryn,giżycki,warmińsko-mazurskie,35,7,7,3944.0,4252.0,1320.0,2624.0,4.0,2628.0,6.0,84.0,4.0,0.0,0.0,0.0,0.0,4.0,2628.0,4.0,1.0,2627.0,101.0,70.0,28.0,3.0,2526.0,62.0,343.0,173.0,1003.0,185.0,718.0,42.0,,,,,
280610.0,gm. Wydminy,giżycki,warmińsko-mazurskie,35,10,10,4470.0,4656.0,1621.0,2849.0,0.0,2849.0,3.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0.0,0.0,2850.0,135.0,94.0,34.0,7.0,2715.0,58.0,753.0,127.0,1072.0,179.0,491.0,35.0,,,,,
280701.0,m. Iława,iławski,warmińsko-mazurskie,34,19,19,23889.0,25330.0,5180.0,18707.0,10.0,18717.0,26.0,406.0,10.0,0.0,0.0,0.0,0.0,10.0,18709.0,10.0,2.0,18707.0,372.0,201.0,143.0,28.0,18335.0,274.0,3190.0,1574.0,5731.0,1133.0,6215.0,170.0,,48.0,,,
280702.0,m. Lubawa,iławski,warmińsko-mazurskie,34,4,4,6650.0,7333.0,1172.0,5478.0,0.0,5478.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5470.0,0.0,0.0,5470.0,82.0,52.0,29.0,1.0,5388.0,79.0,734.0,272.0,1899.0,426.0,1877.0,83.0,,18.0,,,
280703.0,gm. Iława,iławski,warmińsko-mazurskie,34,13,13,8986.0,9736.0,2518.0,6468.0,7.0,6475.0,2.0,93.0,7.0,1.0,0.0,0.0,0.0,6.0,6474.0,6.0,0.0,6474.0,195.0,134.0,55.0,6.0,6279.0,125.0,1301.0,471.0,2327.0,525.0,1468.0,45.0,,17.0,,,
280704.0,gm. Kisielice,iławski,warmińsko-mazurskie,34,10,10,4222.0,4397.0,1468.0,2754.0,0.0,2754.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2754.0,0.0,0.0,2754.0,125.0,96.0,25.0,4.0,2629.0,20.0,1003.0,77.0,1046.0,136.0,326.0,13.0,,8.0,,,
280705.0,gm. Lubawa,iławski,warmińsko-mazurskie,34,10,10,7448.0,8024.0,1898.0,5550.0,4.0,5554.0,1.0,33.0,4.0,0.0,0.0,0.0,0.0,4.0,5553.0,4.0,0.0,5553.0,198.0,122.0,60.0,16.0,5355.0,66.0,915.0,235.0,2549.0,683.0,809.0,84.0,,14.0,,,
280706.0,gm. Susz,iławski,warmińsko-mazurskie,34,11,11,8437.0,8926.0,2914.0,5520.0,1.0,5521.0,3.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,5521.0,1.0,1.0,5520.0,246.0,152.0,74.0,20.0,5274.0,99.0,913.0,351.0,2153.0,430.0,1250.0,60.0,,18.0,,,
280707.0,gm. Zalewo,iławski,warmińsko-mazurskie,34,4,4,4735.0,5048.0,1809.0,2925.0,2.0,2927.0,9.0,37.0,2.0,0.0,0.0,0.0,0.0,2.0,2927.0,2.0,0.0,2927.0,115.0,69.0,43.0,3.0,2812.0,38.0,382.0,222.0,1131.0,166.0,826.0,35.0,,12.0,,,
280801.0,m. Kętrzyn,kętrzyński,warmińsko-mazurskie,35,16,16,18667.0,19237.0,5496.0,13168.0,15.0,13183.0,23.0,143.0,14.0,1.0,0.0,0.0,0.0,13.0,13177.0,13.0,2.0,13175.0,271.0,150.0,96.0,25.0,12904.0,197.0,1785.0,1083.0,4052.0,733.0,4884.0,170.0,,,,,
280802.0,gm. Barciany,kętrzyński,warmińsko-mazurskie,35,5,5,4237.0,4408.0,1861.0,2376.0,0.0,2376.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2376.0,0.0,0.0,2376.0,117.0,81.0,26.0,10.0,2259.0,53.0,358.0,127.0,994.0,178.0,523.0,26.0,,,,,
280803.0,gm. Kętrzyn,kętrzyński,warmińsko-mazurskie,35,12,12,5605.0,5867.0,2230.0,3375.0,2.0,3377.0,6.0,64.0,2.0,0.0,0.0,0.0,0.0,2.0,3376.0,2.0,2.0,3374.0,160.0,111.0,26.0,23.0,3214.0,94.0,467.0,278.0,1193.0,269.0,871.0,42.0,,,,,
280804.0,gm. Korsze,kętrzyński,warmińsko-mazurskie,35,10,10,7072.0,7196.0,3158.0,3914.0,10.0,3924.0,14.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,3924.0,10.0,1.0,3923.0,151.0,103.0,36.0,12.0,3772.0,94.0,517.0,272.0,1578.0,265.0,996.0,50.0,,,,,
280805.0,gm. Reszel,kętrzyński,warmińsko-mazurskie,35,12,12,5403.0,5567.0,1946.0,3457.0,3.0,3460.0,6.0,70.0,3.0,0.0,0.0,0.0,0.0,3.0,3462.0,3.0,1.0,3461.0,130.0,83.0,38.0,9.0,3331.0,62.0,450.0,393.0,1125.0,204.0,1058.0,39.0,,,,,
280806.0,gm. Srokowo,kętrzyński,warmińsko-mazurskie,35,5,5,2707.0,2832.0,1054.0,1653.0,0.0,1653.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,0.0,1.0,1652.0,66.0,38.0,25.0,3.0,1586.0,27.0,232.0,136.0,586.0,110.0,467.0,28.0,,,,,
280901.0,m. Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,34,11,11,10669.0,11078.0,2904.0,7765.0,2.0,7767.0,17.0,149.0,2.0,0.0,0.0,0.0,0.0,2.0,7766.0,2.0,0.0,7766.0,186.0,120.0,51.0,15.0,7580.0,93.0,1057.0,510.0,2094.0,446.0,3283.0,82.0,,15.0,,,
280902.0,gm. Kiwity,lidzbarski,warmińsko-mazurskie,34,7,7,2338.0,2468.0,787.0,1551.0,2.0,1553.0,1.0,34.0,2.0,0.0,0.0,0.0,0.0,2.0,1553.0,2.0,0.0,1553.0,67.0,48.0,16.0,3.0,1486.0,24.0,218.0,77.0,680.0,131.0,329.0,21.0,,6.0,,,
280903.0,gm. Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,34,10,10,4677.0,4971.0,1691.0,2986.0,0.0,2986.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0,0.0,1.0,2985.0,118.0,81.0,24.0,13.0,2867.0,38.0,414.0,208.0,1085.0,245.0,846.0,20.0,,11.0,,,
280904.0,gm. Lubomino,lidzbarski,warmińsko-mazurskie,34,4,4,2493.0,2625.0,1008.0,1485.0,3.0,1488.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,3.0,1488.0,3.0,0.0,1488.0,56.0,32.0,18.0,6.0,1432.0,23.0,204.0,107.0,573.0,113.0,384.0,16.0,,12.0,,,
280905.0,gm. Orneta,lidzbarski,warmińsko-mazurskie,34,9,9,6886.0,8485.0,1642.0,5247.0,9.0,5256.0,13.0,94.0,9.0,1.0,0.0,0.0,0.0,8.0,5255.0,8.0,5.0,5250.0,184.0,126.0,44.0,14.0,5066.0,180.0,591.0,380.0,1908.0,313.0,1608.0,69.0,,17.0,,,
281001.0,m. Mrągowo,mrągowski,warmińsko-mazurskie,35,13,13,14784.0,15402.0,3900.0,10883.0,0.0,10883.0,29.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,10882.0,0.0,2.0,10880.0,180.0,90.0,63.0,27.0,10700.0,154.0,1747.0,632.0,3188.0,686.0,4125.0,168.0,,,,,
281002.0,gm. Mikołajki,mrągowski,warmińsko-mazurskie,35,7,7,5629.0,5974.0,1816.0,3813.0,1.0,3814.0,5.0,216.0,1.0,0.0,0.0,0.0,0.0,1.0,3814.0,1.0,3.0,3811.0,138.0,77.0,49.0,12.0,3673.0,93.0,651.0,245.0,1216.0,192.0,1218.0,58.0,,,,,
281003.0,gm. Mrągowo,mrągowski,warmińsko-mazurskie,35,12,12,5751.0,6115.0,1657.0,4094.0,1.0,4095.0,11.0,115.0,1.0,0.0,0.0,0.0,0.0,1.0,4095.0,1.0,1.0,4094.0,140.0,85.0,43.0,12.0,3954.0,97.0,719.0,188.0,1235.0,318.0,1338.0,59.0,,,,,
281004.0,gm. Piecki,mrągowski,warmińsko-mazurskie,35,11,11,5411.0,5711.0,1834.0,3577.0,3.0,3580.0,6.0,97.0,3.0,1.0,0.0,0.0,0.0,2.0,3579.0,2.0,0.0,3579.0,122.0,76.0,34.0,12.0,3457.0,122.0,528.0,184.0,1311.0,264.0,853.0,195.0,,,,,
281005.0,gm. Sorkwity,mrągowski,warmińsko-mazurskie,35,6,6,3258.0,3411.0,1087.0,2171.0,0.0,2171.0,5.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2168.0,0.0,0.0,2168.0,96.0,64.0,29.0,3.0,2072.0,57.0,424.0,121.0,722.0,152.0,567.0,29.0,,,,,
281101.0,gm. Janowiec Kościelny,nidzicki,warmińsko-mazurskie,35,5,5,2260.0,2386.0,725.0,1535.0,0.0,1535.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.0,0.0,0.0,1535.0,96.0,52.0,40.0,4.0,1439.0,23.0,230.0,68.0,786.0,138.0,183.0,11.0,,,,,
281102.0,gm. Janowo,nidzicki,warmińsko-mazurskie,35,4,4,1862.0,1958.0,605.0,1257.0,0.0,1257.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,0.0,0.0,1257.0,55.0,35.0,18.0,2.0,1202.0,34.0,153.0,59.0,635.0,100.0,207.0,14.0,,,,,
281103.0,gm. Kozłowo,nidzicki,warmińsko-mazurskie,35,9,9,4100.0,4303.0,1640.0,2460.0,0.0,2460.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2460.0,0.0,0.0,2460.0,147.0,104.0,33.0,10.0,2313.0,65.0,252.0,145.0,1181.0,218.0,422.0,30.0,,,,,
281104.0,gm. Nidzica,nidzicki,warmińsko-mazurskie,35,19,19,14604.0,15351.0,4225.0,10377.0,12.0,10389.0,8.0,181.0,12.0,0.0,1.0,0.0,0.0,11.0,10384.0,11.0,0.0,10384.0,278.0,160.0,97.0,21.0,10106.0,177.0,1338.0,738.0,3940.0,636.0,3109.0,168.0,,,,,
281201.0,m. Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,34,7,7,7233.0,7680.0,1821.0,5412.0,1.0,5413.0,11.0,118.0,1.0,0.0,0.0,0.0,0.0,1.0,5410.0,1.0,0.0,5410.0,120.0,76.0,35.0,9.0,5290.0,60.0,1076.0,330.0,1712.0,411.0,1609.0,79.0,,13.0,,,
281202.0,gm. Biskupiec,nowomiejski,warmińsko-mazurskie,34,13,13,6534.0,6922.0,2107.0,4427.0,0.0,4427.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4429.0,0.0,0.0,4429.0,164.0,102.0,57.0,5.0,4265.0,47.0,1395.0,191.0,1861.0,236.0,491.0,37.0,,7.0,,,
281203.0,gm. Grodziczno,nowomiejski,warmińsko-mazurskie,34,12,12,4351.0,4628.0,1127.0,3224.0,1.0,3225.0,4.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,3224.0,0.0,0.0,3224.0,106.0,59.0,40.0,7.0,3118.0,66.0,582.0,127.0,1699.0,267.0,331.0,34.0,,12.0,,,
281204.0,gm. Kurzętnik,nowomiejski,warmińsko-mazurskie,34,13,13,6312.0,6797.0,1574.0,4733.0,0.0,4733.0,9.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4732.0,0.0,19.0,4713.0,134.0,81.0,46.0,7.0,4579.0,59.0,1001.0,219.0,2161.0,435.0,631.0,54.0,,19.0,,,
281205.0,gm. Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,34,13,13,5733.0,6163.0,1555.0,4178.0,0.0,4178.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.0,0.0,3.0,4175.0,114.0,70.0,35.0,9.0,4061.0,69.0,981.0,202.0,1727.0,368.0,658.0,42.0,,14.0,,,
281303.0,gm. Kowale Oleckie,olecki,warmińsko-mazurskie,35,6,6,3407.0,3559.0,1566.0,1841.0,0.0,1841.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,0.0,0.0,1837.0,96.0,53.0,39.0,4.0,1741.0,54.0,302.0,89.0,696.0,161.0,409.0,30.0,,,,,
281304.0,gm. Olecko,olecki,warmińsko-mazurskie,35,17,17,14692.0,15290.0,4742.0,9952.0,4.0,9956.0,17.0,111.0,4.0,0.0,0.0,0.0,0.0,4.0,9955.0,4.0,6.0,9949.0,239.0,133.0,82.0,24.0,9710.0,185.0,1500.0,480.0,3501.0,713.0,3158.0,173.0,,,,,
281305.0,gm. Świętajno,olecki,warmińsko-mazurskie,35,5,5,2639.0,2756.0,1116.0,1523.0,0.0,1523.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.0,0.0,0.0,1523.0,38.0,26.0,7.0,5.0,1485.0,38.0,222.0,82.0,640.0,97.0,383.0,23.0,,,,,
281306.0,gm. Wieliczki,olecki,warmińsko-mazurskie,35,6,6,2309.0,2390.0,888.0,1421.0,0.0,1421.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,0.0,0.0,1421.0,64.0,39.0,17.0,8.0,1357.0,27.0,156.0,72.0,667.0,163.0,248.0,24.0,,,,,
281401.0,gm. Barczewo,olsztyński,warmińsko-mazurskie,35,22,22,13362.0,13855.0,3836.0,9520.0,1.0,9521.0,9.0,129.0,1.0,0.0,0.0,0.0,0.0,1.0,9525.0,1.0,4.0,9521.0,277.0,170.0,85.0,22.0,9244.0,201.0,1546.0,857.0,2632.0,581.0,3272.0,155.0,,,,,
281402.0,gm. Biskupiec,olsztyński,warmińsko-mazurskie,35,27,27,13133.0,13790.0,4333.0,8799.0,7.0,8806.0,16.0,99.0,7.0,0.0,0.0,0.0,0.0,7.0,8805.0,7.0,0.0,8805.0,291.0,186.0,75.0,30.0,8514.0,118.0,2300.0,553.0,2705.0,541.0,2177.0,120.0,,,,,
281403.0,gm. Dobre Miasto,olsztyński,warmińsko-mazurskie,35,18,18,11002.0,11560.0,3409.0,7595.0,1.0,7596.0,14.0,159.0,1.0,0.0,0.0,0.0,0.0,1.0,7596.0,1.0,1.0,7595.0,250.0,134.0,92.0,24.0,7345.0,131.0,975.0,578.0,2550.0,593.0,2439.0,79.0,,,,,
281404.0,gm. Dywity,olsztyński,warmińsko-mazurskie,35,17,17,9802.0,10034.0,2080.0,7722.0,1.0,7723.0,14.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,7723.0,1.0,6.0,7717.0,141.0,70.0,54.0,17.0,7576.0,146.0,1265.0,720.0,1769.0,558.0,3009.0,109.0,,,,,
281405.0,gm. Gietrzwałd,olsztyński,warmińsko-mazurskie,35,6,6,5144.0,5256.0,1290.0,3854.0,7.0,3861.0,3.0,150.0,7.0,0.0,0.0,0.0,0.0,7.0,3861.0,7.0,0.0,3861.0,83.0,49.0,30.0,4.0,3778.0,78.0,628.0,318.0,928.0,327.0,1433.0,66.0,,,,,
281406.0,gm. Jeziorany,olsztyński,warmińsko-mazurskie,35,11,11,5396.0,5658.0,2077.0,3319.0,0.0,3319.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3319.0,0.0,0.0,3319.0,158.0,108.0,42.0,8.0,3161.0,105.0,681.0,239.0,1205.0,225.0,670.0,36.0,,,,,
281407.0,gm. Jonkowo,olsztyński,warmińsko-mazurskie,35,6,6,5425.0,5818.0,1225.0,4200.0,1.0,4201.0,4.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,4200.0,0.0,0.0,4200.0,99.0,46.0,42.0,11.0,4101.0,46.0,724.0,447.0,999.0,306.0,1519.0,60.0,,,,,
281408.0,gm. Kolno,olsztyński,warmińsko-mazurskie,35,3,3,2192.0,2295.0,902.0,1290.0,0.0,1290.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,0.0,0.0,1290.0,86.0,61.0,17.0,8.0,1204.0,30.0,259.0,109.0,494.0,76.0,222.0,14.0,,,,,
281409.0,gm. Olsztynek,olsztyński,warmińsko-mazurskie,35,21,21,9658.0,10209.0,2891.0,6767.0,2.0,6769.0,13.0,128.0,2.0,0.0,0.0,0.0,0.0,2.0,6769.0,2.0,5.0,6764.0,258.0,146.0,88.0,24.0,6506.0,107.0,825.0,492.0,2221.0,456.0,2316.0,89.0,,,,,
281410.0,gm. Purda,olsztyński,warmińsko-mazurskie,35,6,6,6258.0,6783.0,1620.0,4635.0,11.0,4646.0,2.0,105.0,8.0,0.0,0.0,0.0,0.0,8.0,4646.0,8.0,6.0,4640.0,143.0,82.0,37.0,24.0,4497.0,77.0,767.0,396.0,1259.0,319.0,1602.0,77.0,,,,,
281411.0,gm. Stawiguda,olsztyński,warmińsko-mazurskie,35,10,10,9317.0,9791.0,1139.0,8178.0,5.0,8183.0,22.0,208.0,5.0,3.0,0.0,0.0,0.0,2.0,8167.0,2.0,1.0,8166.0,108.0,54.0,28.0,26.0,8058.0,148.0,1595.0,701.0,1429.0,649.0,3420.0,116.0,,,,,
281412.0,gm. Świątki,olsztyński,warmińsko-mazurskie,35,6,6,2690.0,2908.0,1012.0,1677.0,0.0,1677.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1677.0,0.0,0.0,1677.0,65.0,36.0,21.0,8.0,1612.0,37.0,259.0,145.0,620.0,112.0,412.0,27.0,,,,,
281501.0,m. Ostróda,ostródzki,warmińsko-mazurskie,34,19,19,22238.0,23681.0,5107.0,17129.0,5.0,17134.0,20.0,233.0,5.0,1.0,0.0,0.0,0.0,4.0,17134.0,4.0,8.0,17126.0,345.0,181.0,134.0,30.0,16781.0,214.0,2472.0,1718.0,4542.0,972.0,6662.0,153.0,,48.0,,,
281502.0,gm. Dąbrówno,ostródzki,warmińsko-mazurskie,34,5,5,2896.0,3105.0,964.0,1932.0,0.0,1932.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1932.0,0.0,1.0,1931.0,113.0,68.0,38.0,7.0,1818.0,27.0,235.0,174.0,856.0,148.0,342.0,25.0,,11.0,,,
281503.0,gm. Grunwald,ostródzki,warmińsko-mazurskie,34,6,6,3758.0,4016.0,1353.0,2405.0,0.0,2405.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2406.0,0.0,2.0,2404.0,97.0,63.0,33.0,1.0,2307.0,51.0,377.0,205.0,1000.0,174.0,466.0,20.0,,14.0,,,
281504.0,gm. Łukta,ostródzki,warmińsko-mazurskie,34,6,6,3184.0,3461.0,959.0,2225.0,1.0,2226.0,4.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2224.0,1.0,0.0,2224.0,113.0,65.0,38.0,10.0,2111.0,36.0,440.0,179.0,623.0,165.0,638.0,20.0,,10.0,,,
281505.0,gm. Małdyty,ostródzki,warmińsko-mazurskie,34,4,4,4248.0,4528.0,1622.0,2626.0,2.0,2628.0,7.0,43.0,2.0,1.0,0.0,0.0,0.0,1.0,2627.0,1.0,6.0,2621.0,100.0,68.0,30.0,2.0,2521.0,41.0,409.0,265.0,929.0,144.0,702.0,24.0,,7.0,,,
281506.0,gm. Miłakowo,ostródzki,warmińsko-mazurskie,34,5,5,3761.0,3991.0,1446.0,2315.0,0.0,2315.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2316.0,0.0,3.0,2313.0,88.0,62.0,25.0,1.0,2225.0,22.0,325.0,162.0,919.0,141.0,627.0,27.0,,2.0,,,
281507.0,gm. Miłomłyn,ostródzki,warmińsko-mazurskie,34,5,5,3471.0,3813.0,973.0,2498.0,0.0,2498.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2496.0,0.0,0.0,2496.0,107.0,78.0,26.0,3.0,2389.0,40.0,334.0,173.0,760.0,149.0,912.0,14.0,,7.0,,,
281508.0,gm. Morąg,ostródzki,warmińsko-mazurskie,34,29,29,16681.0,17712.0,4882.0,11797.0,2.0,11799.0,22.0,145.0,2.0,0.0,0.0,0.0,0.0,2.0,11800.0,2.0,0.0,11800.0,335.0,197.0,119.0,19.0,11465.0,156.0,1760.0,732.0,3812.0,671.0,4176.0,130.0,,28.0,,,
